Áfríkà	Afrika
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1845	Kategori:Födda 1845
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1846	Kategori:Födda 1846
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1847	Kategori:Födda 1847
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1848	Kategori:Födda 1848
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1849	Kategori:Födda 1849
Ẹ̀ka:Àwọn ojọ́ìbí ní àwọn ọdún 1850	Kategori:Födda 1850-talet
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1850	Kategori:Födda 1850
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1851	Kategori:Födda 1851
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1852	Kategori:Födda 1852
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1853	Kategori:Födda 1853
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1854	Kategori:Födda 1854
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1855	Kategori:Födda 1855
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1857	Kategori:Födda 1857
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1858	Kategori:Födda 1858
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1859	Kategori:Födda 1859
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1860	Kategori:Födda 1860
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1861	Kategori:Födda 1861
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1864	Kategori:Födda 1864
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1865	Kategori:Födda 1865
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1866	Kategori:Födda 1866
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1869	Kategori:Födda 1869
Ẹ̀ka:Àwọn ojọ́ìbí ní àwọn ọdún 1870	Kategori:Födda 1870-talet
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1870	Kategori:Födda 1870
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1872	Kategori:Födda 1872
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1873	Kategori:Födda 1873
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1874	Kategori:Födda 1874
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1876	Kategori:Födda 1876
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1877	Kategori:Födda 1877
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1878	Kategori:Födda 1878
Ẹ̀ka:Àwọn ojọ́ìbí ní àwọn ọdún 1880	Kategori:Födda 1880-talet
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1880	Kategori:Födda 1880
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1882	Kategori:Födda 1882
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1883	Kategori:Födda 1883
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1884	Kategori:Födda 1884
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1885	Kategori:Födda 1885
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1886	Kategori:Födda 1886
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1887	Kategori:Födda 1887
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1889	Kategori:Födda 1889
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1890	Kategori:Födda 1890
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1891	Kategori:Födda 1891
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1892	Kategori:Födda 1892
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1893	Kategori:Födda 1893
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1894	Kategori:Födda 1894
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1895	Kategori:Födda 1895
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1896	Kategori:Födda 1896
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1897	Kategori:Födda 1897
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1900	Kategori:Födda 1900
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1901	Kategori:Födda 1901
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1902	Kategori:Födda 1902
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1904	Kategori:Födda 1904
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1905	Kategori:Födda 1905
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1907	Kategori:Födda 1907
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1908	Kategori:Födda 1908
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1909	Kategori:Födda 1909
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1912	Kategori:Födda 1912
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1913	Kategori:Födda 1913
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1914	Kategori:Födda 1914
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1917	Kategori:Födda 1917
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1918	Kategori:Födda 1918
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1919	Kategori:Födda 1919
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1922	Kategori:Födda 1922
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1923	Kategori:Födda 1923
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1927	Kategori:Födda 1927
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1928	Kategori:Födda 1928
Ẹ̀ka:Àwọn ojọ́ìbí ní 1942	Kategori:Födda 1942
Ẹ̀ka:Àwọn ojọ́ìbí ní 1943	Kategori:Födda 1943
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1945	Kategori:Födda 1945
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1947	Kategori:Födda 1947
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1949	Kategori:Födda 1949
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1952	Kategori:Födda 1952
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1953	Kategori:Födda 1953
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1957	Kategori:Födda 1957
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1958	Kategori:Födda 1958
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1959	Kategori:Födda 1959
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1961	Kategori:Födda 1961
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1962	Kategori:Födda 1962
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1966	Kategori:Födda 1966
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1967	Kategori:Födda 1967
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1968	Kategori:Födda 1968
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1969	Kategori:Födda 1969
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1971	Kategori:Födda 1971
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1972	Kategori:Födda 1972
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1973	Kategori:Födda 1973
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1975	Kategori:Födda 1975
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1976	Kategori:Födda 1976
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1978	Kategori:Födda 1978
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1979	Kategori:Födda 1979
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1980	Kategori:Födda 1980
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1981	Kategori:Födda 1981
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1982	Kategori:Födda 1982
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1985	Kategori:Födda 1985
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1986	Kategori:Födda 1986
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1987	Kategori:Födda 1987
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1988	Kategori:Födda 1988
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1989	Kategori:Födda 1989
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1991	Kategori:Födda 1991
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1993	Kategori:Födda 1993
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1994	Kategori:Födda 1994
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1995	Kategori:Födda 1995
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1996	Kategori:Födda 1996
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1997	Kategori:Födda 1997
Ẹ̀ka:Àwọn ọjọ́ìbí ní 1999	Kategori:Födda 1999
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2000	Kategori:Födda 2000
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2001	Kategori:Födda 2001
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2002	Kategori:Födda 2002
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2004	Kategori:Födda 2004
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2005	Kategori:Födda 2005
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2006	Kategori:Födda 2006
Ẹ̀ka:Àwọn ọjọ́ìbí ní 2012	Kategori:Födda 2012
Ẹ̀ka:Àwọn ọjọ́ìbí ní ẹ̀wádún 0 SK	Kategori:Födda 00-talet f.Kr.
Ẹ̀ka:Àwọn ọjọ́ìbí ní ẹ̀wádún 60 SK	Kategori:Födda 60-talet f.Kr.
Ẹ̀ka:Àwọn ọjọ́ìbí ní 69 SK	Kategori:Födda 69 f.Kr.
Àdàkọ:Country data Afghanistan	Mall:Landsdata Afghanistan
Ẹ̀ka:Àwọn ìlú ní California	Kategori:Orter i Kalifornien
Àdàkọ:Str index	Mall:Str index
Ẹ̀ka:Ẹ̀wádún 1310	Kategori:1310-talet
Ẹ̀ka:Ẹ̀wádún 930	Kategori:930-talet
Ẹ̀ka:Ẹ̀wádún 590	Kategori:590-talet
Ẹ̀ka:Ẹ̀wádún 710	Kategori:710-talet
Ẹ̀ka:Ẹ̀wádún 290	Kategori:290-talet
Ẹ̀ka:Ẹ̀wádún 470	Kategori:470-talet
Ẹ̀ka:Ẹ̀wádún 330	Kategori:330-talet
Ẹ̀ka:Ẹ̀wádún 1030	Kategori:1030-talet
Ẹ̀ka:Ẹ̀wádún 1290	Kategori:1290-talet
Ẹ̀ka:Ẹ̀wádún 1020	Kategori:1020-talet
Ẹ̀ka:Ẹ̀wádún 1070	Kategori:1070-talet
Ẹ̀ka:Ẹ̀wádún 1520	Kategori:1520-talet
Ẹ̀ka:Ẹ̀wádún 1540	Kategori:1540-talet
Ẹ̀ka:Ẹ̀wádún 460	Kategori:460-talet
Ẹ̀ka:Ẹ̀wádún 380	Kategori:380-talet
Ẹ̀ka:Ẹ̀wádún 1090	Kategori:1090-talet
Ẹ̀ka:Ẹ̀wádún 770	Kategori:770-talet
Ẹ̀ka:Ẹ̀wádún 1560	Kategori:1560-talet
Ẹ̀ka:Ẹ̀wádún 440	Kategori:440-talet
Ẹ̀ka:Ẹ̀wádún 530	Kategori:530-talet
Àdàkọ:File other	Mall:Fil annan
Ẹ̀ka:Ẹ̀wádún 860	Kategori:860-talet
Ẹ̀ka:Ẹ̀wádún 730	Kategori:730-talet
Ẹ̀ka:Ẹ̀wádún 1820	Kategori:1820-talet
Ẹ̀ka:Ẹ̀wádún 1670	Kategori:1670-talet
Ẹ̀ka:Ẹ̀wádún 1770	Kategori:1770-talet
Ẹ̀ka:Ẹ̀wádún 1760	Kategori:1760-talet
Ẹ̀ka:Ẹ̀wádún 1710	Kategori:1710-talet
Ẹ̀ka:Ẹ̀wádún 1650	Kategori:1650-talet
Ẹ̀ka:Ẹ̀wádún 1610	Kategori:1610-talet
Ẹ̀ka:Ẹ̀wádún 1630	Kategori:1630-talet
Ẹ̀ka:Ẹ̀wádún 870	Kategori:870-talet
Ẹ̀ka:Ẹ̀wádún 1810	Kategori:1810-talet
Ẹ̀ka:Ẹ̀wádún 680	Kategori:680-talet
Ẹ̀ka:Ẹ̀wádún 750	Kategori:750-talet
Ẹ̀ka:Ẹ̀wádún 620	Kategori:620-talet
Ẹ̀ka:Ẹ̀wádún 1530	Kategori:1530-talet
Ẹ̀ka:Ẹ̀wádún 1410	Kategori:1410-talet
Ẹ̀ka:Ẹ̀wádún 1340	Kategori:1340-talet
Ẹ̀ka:Ẹ̀wádún 1490	Kategori:1490-talet
Ẹ̀ka:Ẹ̀wádún 1150	Kategori:1150-talet
Ẹ̀ka:Ẹ̀wádún 1480	Kategori:1480-talet
Ẹ̀ka:Ẹ̀wádún 1190	Kategori:1190-talet
Ẹ̀ka:Ẹ̀wádún 270	Kategori:270-talet
Ẹ̀ka:Ẹ̀wádún 1640	Kategori:1640-talet
Ẹ̀ka:Ọ̀rúndún 3k	Kategori:200-talet
Ẹ̀ka:Ẹ̀wádún 1850	Kategori:1850-talet
Ẹ̀ka:Ẹ̀wádún 640	Kategori:640-talet
Ẹ̀ka:Ẹ̀wádún 630	Kategori:630-talet
Àdàkọ:Ife Ẹ̀yẹ àwọn Orílẹ̀-èdè Áfríkà	Mall:Afrikanska mästerskapet i fotboll
Ẹ̀ka:Ẹ̀wádún 800	Kategori:800-talet (decennium)
Ẹ̀ka:Ọ̀rúndún 11k	Kategori:1000-talet
Ẹ̀ka:Ẹ̀wádún 1200	Kategori:1200-talet (decennium)
Ẹ̀ka:Ọ̀rúndún 17k	Kategori:1600-talet
Ẹ̀ka:Ẹ̀wádún 1880	Kategori:1880-talet
Ẹ̀ka:Ẹ̀wádún 1720	Kategori:1720-talet
Ẹ̀ka:Ẹ̀wádún 1750	Kategori:1750-talet
Ẹ̀ka:Ẹ̀wádún 1870	Kategori:1870-talet
Ẹ̀ka:Ẹ̀wádún 1780	Kategori:1780-talet
Ẹ̀ka:Ẹ̀wádún 720	Kategori:720-talet
Ẹ̀ka:Ẹ̀wádún 1860	Kategori:1860-talet
Ẹ̀ka:Ẹ̀wádún 1790	Kategori:1790-talet
Ẹ̀ka:Ẹ̀wádún 1730	Kategori:1730-talet
Ẹ̀ka:Ẹ̀wádún 300	Kategori:300-talet (decennium)
Ẹ̀ka:Ẹ̀wádún 830	Kategori:830-talet
Ẹ̀ka:Ẹ̀wádún 890	Kategori:890-talet
Ẹ̀ka:Ẹ̀wádún 430	Kategori:430-talet
Ẹ̀ka:Ẹ̀wádún 740	Kategori:740-talet
Ẹ̀ka:Ẹ̀wádún 310	Kategori:310-talet
Ẹ̀ka:Ẹ̀wádún 360	Kategori:360-talet
Ẹ̀ka:Ẹ̀wádún 610	Kategori:610-talet
Ẹ̀ka:Ẹ̀wádún 550	Kategori:550-talet
Ẹ̀ka:Ẹ̀wádún 760	Kategori:760-talet
Ẹ̀ka:Ẹ̀wádún 820	Kategori:820-talet
Ẹ̀ka:Ẹ̀wádún 570	Kategori:570-talet
Ẹ̀ka:Ẹ̀wádún 650	Kategori:650-talet
Ẹ̀ka:Ẹ̀wádún 880	Kategori:880-talet
Ẹ̀ka:Ẹ̀wádún 910	Kategori:910-talet
Ẹ̀ka:Ẹ̀wádún 1050	Kategori:1050-talet
Ẹ̀ka:Ẹ̀wádún 1210	Kategori:1210-talet
Ẹ̀ka:Ẹ̀wádún 1010	Kategori:1010-talet
Ẹ̀ka:Ẹ̀wádún 510	Kategori:510-talet
Ẹ̀ka:Ẹ̀wádún 420	Kategori:420-talet
Ẹ̀ka:Ẹ̀wádún 1170	Kategori:1170-talet
Ẹ̀ka:Ẹ̀wádún 1270	Kategori:1270-talet
Ẹ̀ka:Ẹ̀wádún 1160	Kategori:1160-talet
Ẹ̀ka:Ẹ̀wádún 1280	Kategori:1280-talet
Ẹ̀ka:Ẹ̀wádún 1240	Kategori:1240-talet
Ẹ̀ka:Ẹ̀wádún 1350	Kategori:1350-talet
Ẹ̀ka:Ẹ̀wádún 1440	Kategori:1440-talet
Ẹ̀ka:Ẹ̀wádún 280	Kategori:280-talet
Ẹ̀ka:Ẹ̀wádún 1110	Kategori:1110-talet
Ẹ̀ka:Ẹ̀wádún 660	Kategori:660-talet
Ẹ̀ka:Ẹ̀wádún 1080	Kategori:1080-talet
Ẹ̀ka:Ẹ̀wádún 560	Kategori:560-talet
Ẹ̀ka:Ẹ̀wádún 370	Kategori:370-talet
Ẹ̀ka:Ẹ̀wádún 1130	Kategori:1130-talet
Ẹ̀ka:Ẹ̀wádún 480	Kategori:480-talet
Ẹ̀ka:Ẹ̀wádún 970	Kategori:970-talet
Ẹ̀ka:Ẹ̀wádún 1250	Kategori:1250-talet
Ẹ̀ka:Ẹ̀wádún 450	Kategori:450-talet
Ẹ̀ka:Ẹ̀wádún 1800	Kategori:1800-talet (decennium)
Àdàkọ:Ogun Abẹ́lé Amẹ́ríkà	Mall:Amerikanska inbördeskriget
Ẹ̀ka:Ẹ̀wádún 1450	Kategori:1450-talet
Ẹ̀ka:Ẹ̀wádún 1570	Kategori:1570-talet
Ẹ̀ka:Ẹ̀wádún 1460	Kategori:1460-talet
Ẹ̀ka:Ẹ̀wádún 1470	Kategori:1470-talet
Ẹ̀ka:Ẹ̀wádún 1580	Kategori:1580-talet
Ẹ̀ka:Ẹ̀wádún 240	Kategori:240-talet
Ẹ̀ka:Ẹ̀wádún 1180	Kategori:1180-talet
Ẹ̀ka:Ẹ̀wádún 1330	Kategori:1330-talet
Ẹ̀ka:Ẹ̀wádún 350	Kategori:350-talet
Ẹ̀ka:Ẹ̀wádún 1040	Kategori:1040-talet
Ẹ̀ka:Ẹ̀wádún 1420	Kategori:1420-talet
Ẹ̀ka:Ẹ̀wádún 210	Kategori:210-talet
Ẹ̀ka:Ẹ̀wádún 520	Kategori:520-talet
Ẹ̀ka:Ẹ̀wádún 1700	Kategori:1700-talet (decennium)
Ẹ̀ka:Ẹ̀wádún 1500	Kategori:1500-talet (decennium)
Ẹ̀ka:Ọ̀rúndún 10k	Kategori:900-talet
Ẹ̀ka:Ẹ̀wádún 1400	Kategori:1400-talet (decennium)
Ẹ̀ka:Ẹ̀wádún 1220	Kategori:1220-talet
Ẹ̀ka:Ẹ̀wádún 1230	Kategori:1230-talet
Ẹ̀ka:Ọ̀rúndún 7k	Kategori:600-talet
Ẹ̀ka:Ẹ̀wádún 1120	Kategori:1120-talet
Ẹ̀ka:Ẹ̀wádún 390	Kategori:390-talet
Ẹ̀ka:Ẹ̀wádún 1360	Kategori:1360-talet
Ẹ̀ka:Ẹ̀wádún 1260	Kategori:1260-talet
Ẹ̀ka:Ẹ̀wádún 250	Kategori:250-talet
Ẹ̀ka:Ẹ̀wádún 960	Kategori:960-talet
Ẹ̀ka:Ẹ̀wádún 400	Kategori:400-talet (decennium)
Ẹ̀ka:Ẹ̀wádún 1100	Kategori:1100-talet (decennium)
Ẹ̀ka:Ẹ̀wádún 1300	Kategori:1300-talet (decennium)
Ẹ̀ka:Ẹ̀wádún 700	Kategori:700-talet (decennium)
Ẹ̀ka:Àwọn ará Ẹ́gíptì	Kategori:Egyptier
Ẹ̀ka:Àwọn ará Ghánà	Kategori:Ghananer
Àdàkọ:Ọ̀rọ̀ Ásíà	Mall:Asien metamall
Ẹ̀ka:Fílmù gẹ́gẹ́bí orílẹ̀-èdè	Kategori:Film efter nationalitet
Ẹ̀ka:Àwọn ọmọnìyàn	Kategori:Människor
Ẹ̀ka:Àwọn akọ́dièyàn	Kategori:Primater
Ẹ̀ka:Microsoft Windows	Kategori:Microsoft Windows
Àdàkọ:Bar percent	Mall:Procentstapel
Ẹ̀ka:Àwọn ènìyàn gẹ́gẹ́ bíi ibùdó	Kategori:Personer efter geografiskt område
Ẹ̀ka:Ìṣèlú ilẹ̀ Nìjẹ̀r	Kategori:Politik i Niger
Ẹ̀ka:2014	Kategori:2014
Ẹ̀ka:Ìṣèlú ilẹ̀ Kamẹrúùn	Kategori:Politik i Kamerun
Ẹ̀ka:Ìṣèlú ilẹ̀ Làìbéríà	Kategori:Politik i Liberia
Ẹ̀ka:Ìṣèlú ilẹ̀ Tùnísíà	Kategori:Politik i Tunisien
Ẹ̀ka:Ìṣèlú ilẹ̀ Ethiópíà	Kategori:Politik i Etiopien
Àdàkọ:British monarchs	Mall:Storbritanniens regenter
Ẹ̀ka:Ìṣèlú ilẹ̀ Djìbútì	Kategori:Politik i Djibouti
Ẹ̀ka:Ìṣèlú ilẹ̀ Ùgándà	Kategori:Politik i Uganda
Ẹ̀ka:Ìṣèlú ilẹ̀ Chad	Kategori:Politik i Tchad
Ẹ̀ka:Àwọn ẹlẹ́sìn Krístì	Kategori:Personligheter inom kristendomen
Ẹ̀ka:Ìṣèlú ilẹ̀ Ẹ́gíptì	Kategori:Politik i Egypten
Ẹ̀ka:Àwọn ẹlẹ́bùn Nobel nínú Lítíréṣọ̀	Kategori:Nobelpristagare i litteratur
Àdàkọ:Fr icon	Mall:Fr ikon
Ẹ̀ka:Àwọn èbúté	Kategori:Portaler
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1543	Kategori:Avlidna 1543
Ẹ̀ka:Ìṣèlànà kọ̀mpútà	Kategori:Programmering
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1674	Kategori:Avlidna 1674
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1701	Kategori:Avlidna 1701
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1702	Kategori:Avlidna 1702
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1706	Kategori:Avlidna 1706
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1708	Kategori:Avlidna 1708
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1709	Kategori:Avlidna 1709
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1711	Kategori:Avlidna 1711
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1713	Kategori:Avlidna 1713
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1715	Kategori:Avlidna 1715
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1716	Kategori:Avlidna 1716
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1722	Kategori:Avlidna 1722
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1724	Kategori:Avlidna 1724
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1726	Kategori:Avlidna 1726
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1727	Kategori:Avlidna 1727
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1728	Kategori:Avlidna 1728
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1730	Kategori:Avlidna 1730
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1731	Kategori:Avlidna 1731
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1732	Kategori:Avlidna 1732
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1733	Kategori:Avlidna 1733
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1734	Kategori:Avlidna 1734
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1735	Kategori:Avlidna 1735
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1736	Kategori:Avlidna 1736
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1737	Kategori:Avlidna 1737
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1739	Kategori:Avlidna 1739
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1741	Kategori:Avlidna 1741
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1742	Kategori:Avlidna 1742
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1743	Kategori:Avlidna 1743
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1744	Kategori:Avlidna 1744
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1745	Kategori:Avlidna 1745
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1746	Kategori:Avlidna 1746
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1747	Kategori:Avlidna 1747
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1748	Kategori:Avlidna 1748
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1749	Kategori:Avlidna 1749
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1751	Kategori:Avlidna 1751
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1752	Kategori:Avlidna 1752
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1753	Kategori:Avlidna 1753
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1754	Kategori:Avlidna 1754
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1755	Kategori:Avlidna 1755
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1756	Kategori:Avlidna 1756
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1757	Kategori:Avlidna 1757
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1758	Kategori:Avlidna 1758
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1759	Kategori:Avlidna 1759
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1760	Kategori:Avlidna 1760
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1761	Kategori:Avlidna 1761
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1762	Kategori:Avlidna 1762
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1767	Kategori:Avlidna 1767
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1769	Kategori:Avlidna 1769
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1770	Kategori:Avlidna 1770
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1771	Kategori:Avlidna 1771
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1772	Kategori:Avlidna 1772
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1773	Kategori:Avlidna 1773
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1775	Kategori:Avlidna 1775
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1776	Kategori:Avlidna 1776
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1780	Kategori:Avlidna 1780
Àdàkọ:Àwọn eruku físíksi	Mall:Navigationsruta partiklar
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1781	Kategori:Avlidna 1781
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1782	Kategori:Avlidna 1782
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1783	Kategori:Avlidna 1783
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1784	Kategori:Avlidna 1784
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1785	Kategori:Avlidna 1785
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1786	Kategori:Avlidna 1786
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1787	Kategori:Avlidna 1787
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1788	Kategori:Avlidna 1788
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1789	Kategori:Avlidna 1789
Ẹ̀ka:Àwọn ọjọ́aláìsí ní 1790	Kategori:Avlidna 1790
Àdàkọ:Country data Democratic Republic of the Congo	Mall:Landsdata Demokratiska republiken Kongo
Ẹ̀ka:Àwọn Ìpínlẹ̀ Jẹ́mánì	Kategori:Tysklands delstater
Àdàkọ:Lang-hi	Mall:Lang-hi
Ẹ̀ka:Àbò káríayé	Kategori:Säkerhetspolitik
Ẹ̀ka:Àwọn ẹ̀fúùfù abíire	Kategori:Ädelgaser
Ẹ̀ka:New Jersey	Kategori:New Jersey
Ẹ̀ka:Michigan	Kategori:Michigan
Ẹ̀ka:Ìṣèlú ilẹ̀ Rùwándà	Kategori:Politik i Rwanda
